"Hourly flow (m3/s), for default inSTREAM 6.0 project",
Values provided for water years 1995-99, Save in .csv format
Date,Hour,Green River flow (cms)
7/28/1999,1,50.1
7/28/1999,2,49.7
7/28/1999,3,49
7/28/1999,4,49.2
7/28/1999,5,51.9
7/28/1999,6,58.3
7/28/1999,7,58.7
7/28/1999,8,58.4
7/28/1999,9,59.4
7/28/1999,10,59.8
7/28/1999,11,60.3
7/28/1999,12,61.7
7/28/1999,13,71.3
7/28/1999,14,76.2
7/28/1999,15,77
7/28/1999,16,77.2
7/28/1999,17,72.8
7/28/1999,18,64.6
7/28/1999,19,60.3
7/28/1999,20,59.4
7/28/1999,21,54.4
7/28/1999,22,49.3
7/28/1999,23,49.2
7/29/1999,0,49.8
7/29/1999,1,49.7
7/29/1999,2,49
7/29/1999,3,50.1
7/29/1999,4,49.6
7/29/1999,5,52.2
7/29/1999,6,58.3
7/29/1999,7,57.9
7/29/1999,8,58.7
7/29/1999,9,58.7
7/29/1999,10,59.8
7/29/1999,11,60.4
7/29/1999,12,62.6
7/29/1999,13,69.9
7/29/1999,14,77.2
7/29/1999,15,76.4
7/29/1999,16,76.6
7/29/1999,17,73
7/29/1999,18,63.6
7/29/1999,19,60.3
7/29/1999,20,59.3
7/29/1999,21,54.9
7/29/1999,22,49.8
7/29/1999,23,49.2
7/30/1999,0,49.7
7/30/1999,1,49.3
7/30/1999,2,50
7/30/1999,3,49.2
7/30/1999,4,49.8
7/30/1999,5,51.4
7/30/1999,6,58.4
7/30/1999,7,58.5
7/30/1999,8,58.4
7/30/1999,9,58.8
7/30/1999,10,60.4
7/30/1999,11,60.3
7/30/1999,12,62.6
7/30/1999,13,71.1
7/30/1999,14,75.9
7/30/1999,15,76.9
7/30/1999,16,75.9
7/30/1999,17,72.8
7/30/1999,18,63.4
7/30/1999,19,60.5
7/30/1999,20,59.4
7/30/1999,21,54.4
7/30/1999,22,49.3
7/30/1999,23,49.7
7/31/1999,0,49.4
7/31/1999,1,49.7
7/31/1999,2,49.1
7/31/1999,3,50.1
7/31/1999,4,49.8
7/31/1999,5,51.8
7/31/1999,6,58.5
7/31/1999,7,58.8
7/31/1999,8,58.2
7/31/1999,9,59
7/31/1999,10,61.3
7/31/1999,11,59.3
7/31/1999,12,62
7/31/1999,13,71.7
7/31/1999,14,75.9
7/31/1999,15,77.1
7/31/1999,16,76.5
7/31/1999,17,72.9
7/31/1999,18,63.7
7/31/1999,19,61.6
7/31/1999,20,58.7
7/31/1999,21,54.9
7/31/1999,22,50.4
7/31/1999,23,49.7
8/1/1999,0,50
8/1/1999,1,50.2
8/1/1999,2,50.2
8/1/1999,3,49.4
8/1/1999,4,48.9
8/1/1999,5,52.2
8/1/1999,6,58.8
8/1/1999,7,58.5
8/1/1999,8,58.3
8/1/1999,9,58.9
8/1/1999,10,60.8
8/1/1999,11,60.8
8/1/1999,12,62.4
8/1/1999,13,71.5
8/1/1999,14,76.4
8/1/1999,15,76
8/1/1999,16,76.7
8/1/1999,17,72.6
8/1/1999,18,63.7
8/1/1999,19,60.9
8/1/1999,20,59.9
8/1/1999,21,54.7
8/1/1999,22,49.8
8/1/1999,23,49.3
8/2/1999,0,49.3
8/2/1999,1,49.1
8/2/1999,2,49.8
8/2/1999,3,50
8/2/1999,4,49.5
8/2/1999,5,51.4
8/2/1999,6,58.8
8/2/1999,7,58.5
8/2/1999,8,58.5
8/2/1999,9,58.6
8/2/1999,10,60.3
8/2/1999,11,60.4
8/2/1999,12,62.6
8/2/1999,13,71
8/2/1999,14,76.9
8/2/1999,15,76.4
8/2/1999,16,76
8/2/1999,17,73.4
8/2/1999,18,63.9
8/2/1999,19,60.3
8/2/1999,20,59.7
8/2/1999,21,55.2
8/2/1999,22,49.4
8/2/1999,23,49.9
8/3/1999,0,49.3
8/3/1999,1,49.2
8/3/1999,2,49.9
8/3/1999,3,50.3
8/3/1999,4,49.7
8/3/1999,5,52.2
8/3/1999,6,58.7
8/3/1999,7,58.8
8/3/1999,8,58.4
8/3/1999,9,59.1
8/3/1999,10,60.9
8/3/1999,11,60
8/3/1999,12,62.5
8/3/1999,13,71.1
8/3/1999,14,77
8/3/1999,15,76.5
8/3/1999,16,76
8/3/1999,17,73.2
8/3/1999,18,63.5
8/3/1999,19,60.6
8/3/1999,20,68.7
8/3/1999,21,54.1
8/3/1999,22,50.6
8/3/1999,23,49.1
8/4/1999,0,50.1
8/4/1999,1,49.4
8/4/1999,2,50.7
8/4/1999,3,49.6
8/4/1999,4,49
8/4/1999,5,52.4
8/4/1999,6,59
8/4/1999,7,58.4
8/4/1999,8,58.4
8/4/1999,9,59
8/4/1999,10,60.7
8/4/1999,11,60
8/4/1999,12,63
8/4/1999,13,70.6
8/4/1999,14,76
8/4/1999,15,76.2
8/4/1999,16,75.8
8/4/1999,17,73.2
8/4/1999,18,63.9
8/4/1999,19,65.9
8/4/1999,20,69.3
8/4/1999,21,54.4
8/4/1999,22,50.6
8/4/1999,23,49.6
8/5/1999,0,49.6
8/5/1999,1,49.8
8/5/1999,2,49.8
8/5/1999,3,50.4
8/5/1999,4,50
8/5/1999,5,50.7
8/5/1999,6,58.4
8/5/1999,7,57.8
8/5/1999,8,58.8
8/5/1999,9,59.2
8/5/1999,10,60.1
8/5/1999,11,60
8/5/1999,12,62.4
8/5/1999,13,70.3
8/5/1999,14,76.4
8/5/1999,15,76.5
8/5/1999,16,71.2
8/5/1999,17,60.9
8/5/1999,18,63.1
8/5/1999,19,65.9
8/5/1999,20,68
8/5/1999,21,54.5
8/5/1999,22,49.5
8/5/1999,23,49.8
8/6/1999,0,49.4
8/6/1999,1,49.7
8/6/1999,2,49.3
8/6/1999,3,49.6
8/6/1999,4,49.3
8/6/1999,5,51.9
8/6/1999,6,58.4
8/6/1999,7,57.9
8/6/1999,8,57.9
8/6/1999,9,59.9
8/6/1999,10,60.3
8/6/1999,11,60.5
8/6/1999,12,63
8/6/1999,13,70.7
8/6/1999,14,76.3
8/6/1999,15,76.3
8/6/1999,16,70.8
8/6/1999,17,61.3
8/6/1999,18,63.3
8/6/1999,19,66.1
8/6/1999,20,67.7
8/6/1999,21,53.6
8/6/1999,22,49.9
8/6/1999,23,49.9
8/7/1999,0,49.7
8/7/1999,1,49.6
8/7/1999,2,50.5
8/7/1999,3,49.4
8/7/1999,4,50
8/7/1999,5,51.5
8/7/1999,6,58.1
8/7/1999,7,58.4
8/7/1999,8,58.3
8/7/1999,9,59.1
8/7/1999,10,59.6
8/7/1999,11,60.5
8/7/1999,12,61.6
8/7/1999,13,70.8
8/7/1999,14,76.8
8/7/1999,15,76.5
8/7/1999,16,77.3
8/7/1999,17,73
8/7/1999,18,63.3
8/7/1999,19,60.1
8/7/1999,20,58.9
8/7/1999,21,54.9
8/7/1999,22,49.4
8/7/1999,23,49.3
8/8/1999,0,49.3
8/8/1999,1,49.7
8/8/1999,2,50
8/8/1999,3,49.6
8/8/1999,4,49.6
8/8/1999,5,51.8
8/8/1999,6,58.4
8/8/1999,7,59.5
8/8/1999,8,58.8
8/8/1999,9,59
8/8/1999,10,60.9
8/8/1999,11,59.8
8/8/1999,12,62.9
8/8/1999,13,70.6
8/8/1999,14,75.3
8/8/1999,15,76.3
8/8/1999,16,76.9
8/8/1999,17,73.5
8/8/1999,18,63.1
8/8/1999,19,60.3
8/8/1999,20,59.4
8/8/1999,21,54.6
8/8/1999,22,49.6
8/8/1999,23,49.4
8/9/1999,0,49.4
8/9/1999,1,49.8
8/9/1999,2,49.7
8/9/1999,3,49.5
8/9/1999,4,49.8
8/9/1999,5,52.3
8/9/1999,6,58
8/9/1999,7,58.8
8/9/1999,8,58.8
8/9/1999,9,59.5
8/9/1999,10,60.5
8/9/1999,11,60.4
8/9/1999,12,61.9
8/9/1999,13,70.6
8/9/1999,14,77
8/9/1999,15,75.2
8/9/1999,16,75.8
8/9/1999,17,73.3
8/9/1999,18,62.8
8/9/1999,19,60.3
8/9/1999,20,59.7
8/9/1999,21,54.3
8/9/1999,22,49.9
8/9/1999,23,49.3
8/10/1999,0,50.6
8/10/1999,1,49.4
8/10/1999,2,49.6
8/10/1999,3,49.9
8/10/1999,4,49.6
8/10/1999,5,52.8
8/10/1999,6,57.7
8/10/1999,7,57.4
8/10/1999,8,57.9
8/10/1999,9,59.6
8/10/1999,10,61
8/10/1999,11,61.3
8/10/1999,12,68.4
8/10/1999,13,76.9
8/10/1999,14,76
8/10/1999,15,76.2
8/10/1999,16,75.5
8/10/1999,17,73.2
8/10/1999,18,63.2
8/10/1999,19,60.4
8/10/1999,20,55.7
8/10/1999,21,49.3
8/10/1999,22,49.7
8/10/1999,23,49.9
8/11/1999,0,49.6
8/11/1999,1,49.2
8/11/1999,2,49.7
8/11/1999,3,49.6
8/11/1999,4,49.7
8/11/1999,5,52.8
8/11/1999,6,58.2
8/11/1999,7,57.7
8/11/1999,8,57.8
8/11/1999,9,60.5
8/11/1999,10,60.9
8/11/1999,11,61.4
8/11/1999,12,68
8/11/1999,13,76.6
8/11/1999,14,76.2
8/11/1999,15,76.1
8/11/1999,16,77
8/11/1999,17,71.9
8/11/1999,18,64
8/11/1999,19,59.8
8/11/1999,20,55.8
8/11/1999,21,49.4
8/11/1999,22,49.6
8/11/1999,23,50.1
8/12/1999,0,49.4
8/12/1999,1,50
8/12/1999,2,49.7
8/12/1999,3,50.1
8/12/1999,4,49.8
8/12/1999,5,51.8
8/12/1999,6,57.9
8/12/1999,7,57.4
8/12/1999,8,58.3
8/12/1999,9,60.9
8/12/1999,10,60.6
8/12/1999,11,60.9
8/12/1999,12,67.2
8/12/1999,13,76.6
8/12/1999,14,76.6
8/12/1999,15,77
8/12/1999,16,76.1
8/12/1999,17,73.1
8/12/1999,18,63.5
8/12/1999,19,59.5
8/12/1999,20,56.6
8/12/1999,21,50.2
8/12/1999,22,49.8
8/12/1999,23,49.7
8/13/1999,0,49.6
8/13/1999,1,49.6
8/13/1999,2,49.7
8/13/1999,3,50.2
8/13/1999,4,49.8
8/13/1999,5,51.6
8/13/1999,6,59.1
8/13/1999,7,58.9
8/13/1999,8,59
8/13/1999,9,59.2
8/13/1999,10,60.1
8/13/1999,11,60.6
8/13/1999,12,62.5
8/13/1999,13,70.6
8/13/1999,14,77.1
8/13/1999,15,76.9
8/13/1999,16,77.1
8/13/1999,17,72.7
8/13/1999,18,63.3
8/13/1999,19,60.4
8/13/1999,20,59.6
8/13/1999,21,54.9
8/13/1999,22,49.9
8/13/1999,23,49.7
8/14/1999,0,49.8
8/14/1999,1,49.7
8/14/1999,2,49.3
8/14/1999,3,50
8/14/1999,4,49.3
8/14/1999,5,52
8/14/1999,6,58
8/14/1999,7,58.7
8/14/1999,8,58.4
8/14/1999,9,59.4
8/14/1999,10,59.7
8/14/1999,11,60.2
8/14/1999,12,62.6
8/14/1999,13,71.5
8/14/1999,14,75.7
8/14/1999,15,76.5
8/14/1999,16,75.9
8/14/1999,17,72.6
8/14/1999,18,63.7
8/14/1999,19,60.1
8/14/1999,20,59.5
8/14/1999,21,54.3
8/14/1999,22,49.3
8/14/1999,23,49.7
8/15/1999,0,49.6
8/15/1999,1,49.4
8/15/1999,2,49.2
8/15/1999,3,49.4
8/15/1999,4,49.6
8/15/1999,5,52.2
8/15/1999,6,59
8/15/1999,7,58.2
8/15/1999,8,59
8/15/1999,9,59.3
8/15/1999,10,60.5
8/15/1999,11,60.5
8/15/1999,12,62.5
8/15/1999,13,70.3
8/15/1999,14,75.2
8/15/1999,15,75.5
8/15/1999,16,77.1
8/15/1999,17,72.7
8/15/1999,18,63.4
8/15/1999,19,60.8
8/15/1999,20,59.4
8/15/1999,21,54.7
8/15/1999,22,50
8/15/1999,23,49.9
8/16/1999,0,49.1
8/16/1999,1,49.4
8/16/1999,2,49.8
8/16/1999,3,49.1
8/16/1999,4,48.9
8/16/1999,5,52.2
8/16/1999,6,59.1
8/16/1999,7,58
8/16/1999,8,58.4
8/16/1999,9,59.2
8/16/1999,10,60.9
8/16/1999,11,59.9
8/16/1999,12,62.5
8/16/1999,13,71.5
8/16/1999,14,76.9
8/16/1999,15,76.5
8/16/1999,16,76.6
8/16/1999,17,72.1
8/16/1999,18,64.4
8/16/1999,19,60.5
8/16/1999,20,59.3
8/16/1999,21,54.1
8/16/1999,22,50
8/16/1999,23,49.6
8/17/1999,0,49.7
8/17/1999,1,49.3
8/17/1999,2,50.1
8/17/1999,3,49.4
8/17/1999,4,49.5
8/17/1999,5,52.2
8/17/1999,6,58.9
8/17/1999,7,58.6
8/17/1999,8,58.3
8/17/1999,9,58.9
8/17/1999,10,60.4
8/17/1999,11,60.2
8/17/1999,12,59.8
8/17/1999,13,61.9
8/17/1999,14,71
8/17/1999,15,75.5
8/17/1999,16,76
8/17/1999,17,75.9
8/17/1999,18,73.9
8/17/1999,19,67.6
8/17/1999,20,58.2
8/17/1999,21,51.6
8/17/1999,22,49.7
8/17/1999,23,50.5
8/18/1999,0,49.1
8/18/1999,1,50.4
8/18/1999,2,49.2
8/18/1999,3,49.8
8/18/1999,4,49.6
8/18/1999,5,51.9
8/18/1999,6,59.1
8/18/1999,7,58.2
8/18/1999,8,58.9
8/18/1999,9,59
8/18/1999,10,60
8/18/1999,11,60.6
8/18/1999,12,60.3
8/18/1999,13,63.1
8/18/1999,14,70.4
8/18/1999,15,77
8/18/1999,16,77.7
8/18/1999,17,77.2
8/18/1999,18,74.2
8/18/1999,19,67
8/18/1999,20,57.8
8/18/1999,21,52
8/18/1999,22,50
8/18/1999,23,49.8
8/19/1999,0,50.3
8/19/1999,1,49.6
8/19/1999,2,49.6
8/19/1999,3,49.4
8/19/1999,4,50
8/19/1999,5,52.4
8/19/1999,6,58.7
8/19/1999,7,59
8/19/1999,8,58.2
8/19/1999,9,59.2
8/19/1999,10,60.5
8/19/1999,11,60.9
8/19/1999,12,61.2
8/19/1999,13,62.8
8/19/1999,14,70.7
8/19/1999,15,76.5
8/19/1999,16,76.1
8/19/1999,17,76.9
8/19/1999,18,75.1
8/19/1999,19,67.8
8/19/1999,20,59
8/19/1999,21,51.6
8/19/1999,22,50.3
8/19/1999,23,50.2
8/20/1999,0,49.7
8/20/1999,1,49.8
8/20/1999,2,49.7
8/20/1999,3,49.7
8/20/1999,4,49.7
8/20/1999,5,52
8/20/1999,6,59.1
8/20/1999,7,58.8
8/20/1999,8,58.4
8/20/1999,9,58.8
8/20/1999,10,60
8/20/1999,11,60.6
8/20/1999,12,60.9
8/20/1999,13,62.9
8/20/1999,14,71.4
8/20/1999,15,76.6
8/20/1999,16,76.9
8/20/1999,17,76.5
8/20/1999,18,74.7
8/20/1999,19,67.2
8/20/1999,20,58.6
8/20/1999,21,51.9
8/20/1999,22,49.8
8/20/1999,23,49.5
8/21/1999,0,49.3
8/21/1999,1,49.7
8/21/1999,2,50.1
8/21/1999,3,49.3
8/21/1999,4,49.7
8/21/1999,5,51.5
8/21/1999,6,59.1
8/21/1999,7,59.4
8/21/1999,8,58.7
8/21/1999,9,59.4
8/21/1999,10,60.2
8/21/1999,11,60.8
8/21/1999,12,62.4
8/21/1999,13,70.9
8/21/1999,14,75.5
8/21/1999,15,75.9
8/21/1999,16,76.6
8/21/1999,17,73.1
8/21/1999,18,63.9
8/21/1999,19,60.4
8/21/1999,20,59
8/21/1999,21,55
8/21/1999,22,49.7
8/21/1999,23,50.4
8/22/1999,0,50.3
8/22/1999,1,49.5
8/22/1999,2,50.1
8/22/1999,3,49.7
8/22/1999,4,49.5
8/22/1999,5,51.9
8/22/1999,6,58.4
8/22/1999,7,58.6
8/22/1999,8,59.2
8/22/1999,9,59.1
8/22/1999,10,60.7
8/22/1999,11,60.5
8/22/1999,12,62.6
8/22/1999,13,70.7
8/22/1999,14,75.7
8/22/1999,15,76.1
8/22/1999,16,76.1
8/22/1999,17,72.9
8/22/1999,18,63.4
8/22/1999,19,60.8
8/22/1999,20,59.7
8/22/1999,21,54.7
8/22/1999,22,49.4
8/22/1999,23,49.3
8/23/1999,0,49.5
8/23/1999,1,49.4
8/23/1999,2,50.1
8/23/1999,3,49.9
8/23/1999,4,49.9
8/23/1999,5,52.8
8/23/1999,6,58.7
8/23/1999,7,58.5
8/23/1999,8,59.1
8/23/1999,9,58.8
8/23/1999,10,61.2
8/23/1999,11,60.7
8/23/1999,12,61.3
8/23/1999,13,63
8/23/1999,14,71.6
8/23/1999,15,77.8
8/23/1999,16,76.9
8/23/1999,17,77.6
8/23/1999,18,74.8
8/23/1999,19,67.5
8/23/1999,20,58.2
8/23/1999,21,51.5
8/23/1999,22,51.2
8/23/1999,23,50.7
8/24/1999,0,49.6
8/24/1999,1,49.5
8/24/1999,2,49.6
8/24/1999,3,50.2
8/24/1999,4,49.9
8/24/1999,5,52.4
8/24/1999,6,59.5
8/24/1999,7,58.6
8/24/1999,8,58.4
8/24/1999,9,58.4
8/24/1999,10,61.1
8/24/1999,11,60.5
8/24/1999,12,60.7
8/24/1999,13,62.1
8/24/1999,14,71.5
8/24/1999,15,75.7
8/24/1999,16,76.3
8/24/1999,17,76.7
8/24/1999,18,75.4
8/24/1999,19,66.9
8/24/1999,20,58.7
8/24/1999,21,51.2
8/24/1999,22,49.4
8/24/1999,23,50.1
8/25/1999,0,49.6
8/25/1999,1,49.7
8/25/1999,2,50.1
8/25/1999,3,49.4
8/25/1999,4,49.3
8/25/1999,5,52
8/25/1999,6,58.6
8/25/1999,7,59.4
8/25/1999,8,58.3
8/25/1999,9,59.4
8/25/1999,10,60.7
8/25/1999,11,60
8/25/1999,12,60.1
8/25/1999,13,62.5
8/25/1999,14,71.3
8/25/1999,15,77.4
8/25/1999,16,75.8
8/25/1999,17,77.1
8/25/1999,18,73.9
8/25/1999,19,67.1
8/25/1999,20,58.5
8/25/1999,21,51.7
8/25/1999,22,49.8
8/25/1999,23,50.2
8/26/1999,0,48.9
8/26/1999,1,49.4
8/26/1999,2,49.4
8/26/1999,3,49.3
8/26/1999,4,50
8/26/1999,5,52.2
8/26/1999,6,58.1
8/26/1999,7,59.1
8/26/1999,8,59
8/26/1999,9,59.2
8/26/1999,10,60.6
8/26/1999,11,59.9
8/26/1999,12,60.4
8/26/1999,13,66.4
8/26/1999,14,76.6
8/26/1999,15,76.7
8/26/1999,16,77
8/26/1999,17,76.6
8/26/1999,18,70.3
8/26/1999,19,59.7
8/26/1999,20,59.4
8/26/1999,21,54.6
8/26/1999,22,49.6
8/26/1999,23,43.4
8/27/1999,0,36.3
8/27/1999,1,36.1
8/27/1999,2,36
8/27/1999,3,36.6
8/27/1999,4,36.6
8/27/1999,5,37.5
8/27/1999,6,37.6
8/27/1999,7,37.3
8/27/1999,8,37.8
8/27/1999,9,37.6
8/27/1999,10,36.4
8/27/1999,11,37.4
8/27/1999,12,36.6
8/27/1999,13,37.6
8/27/1999,14,37.4
8/27/1999,15,37.5
8/27/1999,16,37.3
8/27/1999,17,37
8/27/1999,18,37.1
8/27/1999,19,37.9
8/27/1999,20,38.1
8/27/1999,21,37.9
8/27/1999,22,36.9
8/27/1999,23,36.6
8/28/1999,0,36.4
8/28/1999,1,36.5
8/28/1999,2,36.3
8/28/1999,3,36.8
8/28/1999,4,36.6
8/28/1999,5,36.2
8/28/1999,6,36.5
8/28/1999,7,37.2
8/28/1999,8,36.3
8/28/1999,9,36.8
8/28/1999,10,36.8
8/28/1999,11,37
8/28/1999,12,35.9
8/28/1999,13,36.7
8/28/1999,14,36.4
8/28/1999,15,36.5
8/28/1999,16,36.8
8/28/1999,17,36.7
8/28/1999,18,36.5
8/28/1999,19,36.6
8/28/1999,20,37.6
8/28/1999,21,36.1
8/28/1999,22,37.3
8/28/1999,23,36.8
8/29/1999,0,36.5
8/29/1999,1,36.7
8/29/1999,2,36.4
8/29/1999,3,36.1
8/29/1999,4,36.6
8/29/1999,5,36.2
8/29/1999,6,36.1
8/29/1999,7,36.5
8/29/1999,8,36.5
8/29/1999,9,36.8
8/29/1999,10,36.8
8/29/1999,11,36.2
8/29/1999,12,36
8/29/1999,13,36.2
8/29/1999,14,36.7
8/29/1999,15,36.1
8/29/1999,16,36.6
8/29/1999,17,36.6
8/29/1999,18,36.6
8/29/1999,19,36.8
8/29/1999,20,37.2
8/29/1999,21,36.8
8/29/1999,22,36.5
8/29/1999,23,44.7
8/30/1999,0,49
8/30/1999,1,49.2
8/30/1999,2,49.2
8/30/1999,3,49
8/30/1999,4,49.4
8/30/1999,5,52.5
8/30/1999,6,57.7
8/30/1999,7,58.3
8/30/1999,8,58.1
8/30/1999,9,58.4
8/30/1999,10,60.6
8/30/1999,11,60.6
8/30/1999,12,62.9
8/30/1999,13,71.1
8/30/1999,14,76.4
8/30/1999,15,76.2
8/30/1999,16,76.3
8/30/1999,17,73.3
8/30/1999,18,64.1
8/30/1999,19,60.1
8/30/1999,20,60.1
8/30/1999,21,54.4
8/30/1999,22,49.9
8/30/1999,23,49.8
8/31/1999,0,49.8
8/31/1999,1,49.3
8/31/1999,2,49.7
8/31/1999,3,50
8/31/1999,4,50
8/31/1999,5,52.2
8/31/1999,6,58.8
8/31/1999,7,57.8
8/31/1999,8,58.3
8/31/1999,9,59.4
8/31/1999,10,60.1
8/31/1999,11,60.4
8/31/1999,12,62.8
8/31/1999,13,70
8/31/1999,14,76.6
8/31/1999,15,75.5
8/31/1999,16,76.7
8/31/1999,17,73.5
8/31/1999,18,63.6
8/31/1999,19,60.4
8/31/1999,20,59.6
8/31/1999,21,55.2
8/31/1999,22,50
8/31/1999,23,49.3
9/1/1999,0,49.7
9/1/1999,1,49.5
9/1/1999,2,49.8
9/1/1999,3,49.3
9/1/1999,4,49.2
9/1/1999,5,51.8
9/1/1999,6,58.9
9/1/1999,7,58.2
9/1/1999,8,58.8
9/1/1999,9,59.8
9/1/1999,10,60.5
9/1/1999,11,60.4
9/1/1999,12,60.4
9/1/1999,13,62.2
9/1/1999,14,71.2
9/1/1999,15,76.1
9/1/1999,16,76.2
9/1/1999,17,76.2
9/1/1999,18,74.4
9/1/1999,19,67
9/1/1999,20,58.4
9/1/1999,21,51.8
9/1/1999,22,50.2
9/1/1999,23,49.6
9/2/1999,0,49.6
9/2/1999,1,49.4
9/2/1999,2,49.3
9/2/1999,3,49.4
9/2/1999,4,49.8
9/2/1999,5,52.7
9/2/1999,6,58.3
9/2/1999,7,58.4
9/2/1999,8,58.6
9/2/1999,9,58.7
9/2/1999,10,60.3
9/2/1999,11,60.2
9/2/1999,12,59.9
9/2/1999,13,62.8
9/2/1999,14,70.4
9/2/1999,15,76.3
9/2/1999,16,76.6
9/2/1999,17,76.4
9/2/1999,18,74.3
9/2/1999,19,66.9
9/2/1999,20,58.3
9/2/1999,21,51.4
9/2/1999,22,49.5
9/2/1999,23,49
9/3/1999,0,49.5
9/3/1999,1,49.7
9/3/1999,2,49.7
9/3/1999,3,49.7
9/3/1999,4,49.7
9/3/1999,5,51.8
9/3/1999,6,59.4
9/3/1999,7,58.4
9/3/1999,8,58.9
9/3/1999,9,59.5
9/3/1999,10,60.8
9/3/1999,11,60.7
9/3/1999,12,60.7
9/3/1999,13,62.6
9/3/1999,14,71.5
9/3/1999,15,76.2
9/3/1999,16,77.3
9/3/1999,17,76.4
9/3/1999,18,74.1
9/3/1999,19,66.8
9/3/1999,20,57.7
9/3/1999,21,51.5
9/3/1999,22,49.8
9/3/1999,23,49.3
9/4/1999,0,49.6
9/4/1999,1,49.6
9/4/1999,2,49.4
9/4/1999,3,49.4
9/4/1999,4,49.6
9/4/1999,5,51.9
9/4/1999,6,59.4
9/4/1999,7,58.7
9/4/1999,8,58.5
9/4/1999,9,59.5
9/4/1999,10,60.3
9/4/1999,11,60
9/4/1999,12,60.7
9/4/1999,13,62.4
9/4/1999,14,69.9
9/4/1999,15,76.7
9/4/1999,16,75.9
9/4/1999,17,76.3
9/4/1999,18,74.5
9/4/1999,19,67.1
9/4/1999,20,58.3
9/4/1999,21,51.8
9/4/1999,22,49.6
9/4/1999,23,50
9/5/1999,0,49.7
9/5/1999,1,49.8
9/5/1999,2,49.3
9/5/1999,3,49.7
9/5/1999,4,49.8
9/5/1999,5,51.2
9/5/1999,6,58.4
9/5/1999,7,58.4
9/5/1999,8,58.3
9/5/1999,9,59.2
9/5/1999,10,59.8
9/5/1999,11,60.4
9/5/1999,12,60.2
9/5/1999,13,62.6
9/5/1999,14,71.8
9/5/1999,15,76.1
9/5/1999,16,76.9
9/5/1999,17,77.9
9/5/1999,18,75.2
9/5/1999,19,66.4
9/5/1999,20,58.3
9/5/1999,21,51.6
9/5/1999,22,49.4
9/5/1999,23,49.4
9/6/1999,0,49
9/6/1999,1,49.6
9/6/1999,2,49.6
9/6/1999,3,50
9/6/1999,4,49.2
9/6/1999,5,51.9
9/6/1999,6,58.4
9/6/1999,7,58.3
9/6/1999,8,59.1
9/6/1999,9,59.9
9/6/1999,10,60.1
9/6/1999,11,59.6
9/6/1999,12,59.9
9/6/1999,13,62.4
9/6/1999,14,71.6
9/6/1999,15,76.4
9/6/1999,16,75.4
9/6/1999,17,76.9
9/6/1999,18,74.1
9/6/1999,19,67.5
9/6/1999,20,58.6
9/6/1999,21,51.7
9/6/1999,22,49.9
9/6/1999,23,49.3
9/7/1999,0,49.4
9/7/1999,1,49.6
9/7/1999,2,49.4
9/7/1999,3,49.8
9/7/1999,4,49
9/7/1999,5,52
9/7/1999,6,58.4
9/7/1999,7,58.7
9/7/1999,8,58.4
9/7/1999,9,58.8
9/7/1999,10,60
9/7/1999,11,59.9
9/7/1999,12,59.6
9/7/1999,13,62.4
9/7/1999,14,71.2
9/7/1999,15,76.9
9/7/1999,16,76.3
9/7/1999,17,76.6
9/7/1999,18,74.6
9/7/1999,19,66.3
9/7/1999,20,58.2
9/7/1999,21,51.3
9/7/1999,22,50
9/7/1999,23,49.8
9/8/1999,0,49.8
9/8/1999,1,49.6
9/8/1999,2,49.4
9/8/1999,3,49.3
9/8/1999,4,49.4
9/8/1999,5,52.4
9/8/1999,6,59
9/8/1999,7,58.7
9/8/1999,8,57.9
9/8/1999,9,59
9/8/1999,10,60.2
9/8/1999,11,60
9/8/1999,12,60.5
9/8/1999,13,62.3
9/8/1999,14,71.2
9/8/1999,15,76.4
9/8/1999,16,76.6
9/8/1999,17,75.4
9/8/1999,18,74.8
9/8/1999,19,67
9/8/1999,20,57.8
9/8/1999,21,51.5
9/8/1999,22,49.8
9/8/1999,23,50.1
9/9/1999,0,49.7
9/9/1999,1,49.8
9/9/1999,2,49.2
9/9/1999,3,49
9/9/1999,4,49.7
9/9/1999,5,51.7
9/9/1999,6,58.4
9/9/1999,7,59.2
9/9/1999,8,58
9/9/1999,9,59.4
9/9/1999,10,59.7
9/9/1999,11,59.4
9/9/1999,12,60.2
9/9/1999,13,62.6
9/9/1999,14,71.6
9/9/1999,15,76.1
9/9/1999,16,76.3
9/9/1999,17,77.5
9/9/1999,18,73.9
9/9/1999,19,66.5
9/9/1999,20,58.2
9/9/1999,21,51.6
9/9/1999,22,49.7
9/9/1999,23,49.3
9/10/1999,0,49.6
9/10/1999,1,49.4
9/10/1999,2,49.7
9/10/1999,3,49.8
9/10/1999,4,49.4
9/10/1999,5,51.6
9/10/1999,6,57.5
9/10/1999,7,58
9/10/1999,8,59.4
9/10/1999,9,58.5
9/10/1999,10,59.9
9/10/1999,11,60
9/10/1999,12,59.9
9/10/1999,13,62.9
9/10/1999,14,71.4
9/10/1999,15,76.4
9/10/1999,16,76.2
9/10/1999,17,76.3
9/10/1999,18,74.7
9/10/1999,19,66.8
9/10/1999,20,58.4
9/10/1999,21,51.6
9/10/1999,22,49.6
9/10/1999,23,49.8
9/11/1999,0,49.3
9/11/1999,1,49.3
9/11/1999,2,49.3
9/11/1999,3,49
9/11/1999,4,49.3
9/11/1999,5,43.9
9/11/1999,6,44
